epoch,participant,root_weight,total_network_weight,actual_reward_ngonka,expected_reward_ngonka,loss_ngonka,loss_gonka,claimed,exclusion_height,exclusion_reason,participant_status_at_exclusion,confirmation_ratio,confirmation_ratio_percent,alpha_threshold,ratio_below_alpha,confirmation_weight_before_exclusion,confirmation_weight_at_exclusion,confirmation_weight_delta,event_sequence,event_trigger_height,qwen_submitted_count,qwen_valid_weight,qwen_valid_weight_percent,qwen_result,kimi_submitted_count,kimi_valid_weight,kimi_valid_weight_percent,kimi_result,kimi_preserved_participants,max_single_preserved_kimi_weight,max_single_preserved_kimi_weight_percent,case3_like_signature,signature_reason
265,gonka1myu058axjs62mc3e7na9krwvqpfl9z3gtcw9es,13184,904177,0,4154662338514,4154662338514,4154.662338514,False,4103171,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,15510,0,-15510,2,4102890,2944,6794,0.7514,weight_shortfall,0,0,0.0000,no_submission,gonka125n6kr5gvdup0lndfkps7t6rd6592panhrg3np:6710:node481;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13883:mlnode-201;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:46242:B9;gonka17pw6099q758qwzewtrqmqpf5c2lrhr97fwqexu:189884:4B200-spt-kimi-1;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:7057:node218;gonka1famtxh54kad6ylwtm60j6d7h6unpc08d4vdqnk:96900:U11;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:5411:node2-4xB200;gonka1mmlyd5xxu5l68yx8wzclrkxkxvm88mhq5tp5s0:7194:node606;gonka1tl5m3vuqsx333v7095ymwjdc4vdk2wd9r5hqws:7090:node605,189884,21.0008,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
265,gonka1mmlyd5xxu5l68yx8wzclrkxkxvm88mhq5tp5s0,7194,904177,0,2267038900430,2267038900430,2267.038900430,False,4095963,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,7572,0,-7572,0,4095682,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:33800:ml8;gonka17pw6099q758qwzewtrqmqpf5c2lrhr97fwqexu:189884:4B200-spt-kimi-1;gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y:13490:node812;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:7057:node218;gonka1famtxh54kad6ylwtm60j6d7h6unpc08d4vdqnk:96900:U11;gonka1j7x6dv42xehe9e5au4ku3wvzwtqlegfjhlvzj6:66311:kimi33,189884,21.0008,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
265,gonka1ujnc662v6g69jm6fgxnr79a2m7ehzeut059239,10081,904177,0,3176816674345,3176816674345,3176.816674345,False,4099160,failed_confirmation_poc,INACTIVE,0.2578672707068345,25.7867,0.5,True,10081,2363,-7718,1,4098879,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka125n6kr5gvdup0lndfkps7t6rd6592panhrg3np:6710:node481;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:46242:B9;gonka17pw6099q758qwzewtrqmqpf5c2lrhr97fwqexu:189884:4B200-spt-kimi-1;gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y:13490:node812;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:7057:node218;gonka1f0u3y2wneer8zhz3ypw4x54h38cpa0qsy8ts3e:11773:node217;gonka1famtxh54kad6ylwtm60j6d7h6unpc08d4vdqnk:96900:U11;gonka1j7x6dv42xehe9e5au4ku3wvzwtqlegfjhlvzj6:66311:kimi33,189884,21.0008,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
266,gonka1qnj39ysxpzknvrr5dw9rdl7cx5q7dpkwerryrs,880,335159,0,747769058217,747769058217,747.769058217,False,4115375,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,1035,0,-1035,0,4115094,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:3667:node1;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:36311:B9;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:5379:node2-4xB200,36311,10.8340,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
266,gonka187tn9y92ur6tu0zf69u94hwl0q77m47y0k36hv,2758,335159,0,2343576207458,2343576207458,2343.576207458,False,4115375,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,3244,0,-3244,0,4115094,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:3667:node1;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:36311:B9;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:5379:node2-4xB200,36311,10.8340,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
266,gonka1f0u3y2wneer8zhz3ypw4x54h38cpa0qsy8ts3e,1538,335159,0,1306896376747,1306896376747,1306.896376747,False,4115375,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,1372,0,-1372,0,4115094,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:3667:node1;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:36311:B9;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:5379:node2-4xB200,36311,10.8340,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
266,gonka13a4v8gxxjav5t4xq5y9cv9d8rfnvkjfw5adqz3,1568,335159,0,1332388503732,1332388503732,1332.388503732,False,4115375,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,1844,0,-1844,0,4115094,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:3667:node1;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:36311:B9;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:5379:node2-4xB200,36311,10.8340,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
266,gonka14ef2pxjge75gflqftn7m2wy0xv59gq9uc7qnct,156,335159,0,132559060320,132559060320,132.559060320,False,4117265,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,921,0,-921,1,4116984,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:3667:node1;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:36311:B9;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:5379:node2-4xB200,36311,10.8340,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
266,gonka1myu058axjs62mc3e7na9krwvqpfl9z3gtcw9es,709,335159,0,602463934404,602463934404,602.463934404,False,4115375,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,833,0,-833,0,4115094,2944,6379,1.9033,weight_shortfall,0,0,0.0000,no_submission,gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:3667:node1;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:36311:B9;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:5379:node2-4xB200,36311,10.8340,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
266,gonka1ujnc662v6g69jm6fgxnr79a2m7ehzeut059239,2009,335159,0,1707122770407,1707122770407,1707.122770407,False,4115375,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,2363,0,-2363,0,4115094,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:3667:node1;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:36311:B9;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:5379:node2-4xB200,36311,10.8340,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
267,gonka1j7x6dv42xehe9e5au4ku3wvzwtqlegfjhlvzj6,19518,541415,0,10262057515369,10262057515369,10262.057515369,False,4122552,failed_confirmation_poc,INACTIVE,0.0057419461588255,0.5742,0.5,True,65716,343,-65373,0,4122271,1024,129251,23.8728,weight_shortfall,57664,171571,31.6894,weight_shortfall,gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:9647:ml3;ml8;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:1087:node1;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:7068:mlnode-201;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:159432:B9;U11;gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y:4050:node802;node812;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:2061:node218;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:3083:node2-4xB200;gonka1mmlyd5xxu5l68yx8wzclrkxkxvm88mhq5tp5s0:2153:node606,159432,29.4473,True,"zero_reward,ratio_below_alpha,kimi_submitted,kimi_below_2_3,kimi_preserved_power_present"
267,gonka1ujnc662v6g69jm6fgxnr79a2m7ehzeut059239,6900,541415,0,3627840806232,3627840806232,3627.840806232,False,4133946,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,27645,0,-27645,2,4133665,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:9647:ml3;ml8;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:1087:node1;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:7068:mlnode-201;gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f:159432:B9;U11;gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y:4050:node802;node812;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:2061:node218;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:3083:node2-4xB200;gonka1mmlyd5xxu5l68yx8wzclrkxkxvm88mhq5tp5s0:2153:node606,159432,29.4473,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka1q5xt54wncgzk7dxv9x64uln68455g83wu9tugg,62145,698639,0,25309087745610,25309087745610,25309.087745610,False,4145179,failed_confirmation_poc,INACTIVE,0.1738374588419373,17.3837,0.5,True,89030,14477,-74553,3,4144898,0,0,0.0000,no_submission,12480,619380,88.6552,pass_weight,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2513:node1;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y:9366:node802;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_submitted,kimi_preserved_power_present"
268,gonka18x5f3q6g0r3n7rgslwq66d2hd6tp5mgxwxnmc3,1154,698639,0,469976462441,469976462441,469.976462441,False,4141590,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,862,0,-862,2,4141309,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y:9366:node802;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1;gonka1f0u3y2wneer8zhz3ypw4x54h38cpa0qsy8ts3e:46857:node217;gonka1jrgm47v5eg876udmzg6j6glqcsd5x0vk6crpax:29380:s2-8b300-04,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka18xeqnspxpg2vncufnjne485rkaagwvz7whyn0d,11126,698639,0,4531159550368,4531159550368,4531.159550368,False,4137205,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,11711,0,-11711,0,4136924,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:22500:ml3;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y,9366,698639,0,3814384356350,3814384356350,3814.384356350,False,4137205,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,14520,0,-14520,0,4136924,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:22500:ml3;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka1f0u3y2wneer8zhz3ypw4x54h38cpa0qsy8ts3e,9163,698639,0,3731710853858,3731710853858,3731.710853858,False,4137205,failed_confirmation_poc,INACTIVE,0.1677269896971614,16.7727,0.5,True,8848,1349,-7499,0,4136924,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:22500:ml3;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka125n6kr5gvdup0lndfkps7t6rd6592panhrg3np,2844,698639,0,1158243552152,1158243552152,1158.243552152,False,4137205,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,2993,0,-2993,0,4136924,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:22500:ml3;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka1tl5m3vuqsx333v7095ymwjdc4vdk2wd9r5hqws,5827,698639,0,2373096054287,2373096054287,2373.096054287,False,4137205,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,6133,0,-6133,0,4136924,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:22500:ml3;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka1wt8sr9jxzpec65j7zkxsgh6edk3m6r8nlf5za4,12219,698639,0,4976293236199,4976293236199,4976.293236199,False,4137205,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,12862,0,-12862,0,4136924,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:22500:ml3;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka14g78ez2zy08k8sssue483zmfpgd4qut8zcwlqc,5678,698639,0,2312414517975,2312414517975,2312.414517975,False,4137205,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,5976,0,-5976,0,4136924,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:22500:ml3;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka1mmlyd5xxu5l68yx8wzclrkxkxvm88mhq5tp5s0,11426,698639,0,4653337140258,4653337140258,4653.337140258,False,4137205,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,13905,0,-13905,0,4136924,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:22500:ml3;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1c6fwzedfsmpu4jnjekv4cn7mvr7x7fuqd6uqt9:9699:node1,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
268,gonka1ujnc662v6g69jm6fgxnr79a2m7ehzeut059239,19287,698639,0,7854797253996,7854797253996,7854.797253996,False,4149112,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,30440,0,-30440,4,4148831,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:55185:node3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2513:node1;gonka168rtjfkszuhcggg4dfyse4yh7xn9zwfglnkns2:13573:mlnode-201;gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y:9366:node802;gonka19cjm4c5mt3j3qdr8vhytmm4hef3pnkvkm0x7m2:4767:node218;gonka1kx9mca3xm8u8ypzfuhmxey66u0ufxhs7nm6wc5:4344:node2-4xB200;gonka1mmlyd5xxu5l68yx8wzclrkxkxvm88mhq5tp5s0:11426:node606,55185,7.8989,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
269,gonka1yal0ysgzc860zt3y8cds8656tnueusgymftvkw,4924,679397,0,2061157857170,2061157857170,2061.157857170,False,4153715,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,7173,0,-7173,0,4153434,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10079cnl3nuh2k82mhkm04dj0slhtw9kmjewwau:8322:node1;gonka1007dchuqgdnute4qam70kmn56j2vfw38mhyrqv:5699:node1;gonka1007g0ut3u4wjkay9hegqfev4pj90qgexwskmcw:5473:node1;gonka1007n977a7uda3pd9m6hftw8xcql0tc20m96myu:5499:node1;gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:61039:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:15496:ml3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2675:node1,61039,8.9843,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
269,gonka1830lqug50lse998x2lakk4pj5ypfumz5pasz0y,4449,679397,0,1862325610591,1862325610591,1862.325610591,False,4153715,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,7243,0,-7243,0,4153434,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10079cnl3nuh2k82mhkm04dj0slhtw9kmjewwau:8322:node1;gonka1007dchuqgdnute4qam70kmn56j2vfw38mhyrqv:5699:node1;gonka1007g0ut3u4wjkay9hegqfev4pj90qgexwskmcw:5473:node1;gonka1007n977a7uda3pd9m6hftw8xcql0tc20m96myu:5499:node1;gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:61039:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:15496:ml3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2675:node1,61039,8.9843,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
269,gonka125n6kr5gvdup0lndfkps7t6rd6592panhrg3np,4874,679397,0,2040228147004,2040228147004,2040.228147004,False,4153715,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,7100,0,-7100,0,4153434,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10079cnl3nuh2k82mhkm04dj0slhtw9kmjewwau:8322:node1;gonka1007dchuqgdnute4qam70kmn56j2vfw38mhyrqv:5699:node1;gonka1007g0ut3u4wjkay9hegqfev4pj90qgexwskmcw:5473:node1;gonka1007n977a7uda3pd9m6hftw8xcql0tc20m96myu:5499:node1;gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:61039:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:15496:ml3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2675:node1,61039,8.9843,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
269,gonka1tl5m3vuqsx333v7095ymwjdc4vdk2wd9r5hqws,4924,679397,0,2061157857170,2061157857170,2061.157857170,False,4153715,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,7173,0,-7173,0,4153434,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10079cnl3nuh2k82mhkm04dj0slhtw9kmjewwau:8322:node1;gonka1007dchuqgdnute4qam70kmn56j2vfw38mhyrqv:5699:node1;gonka1007g0ut3u4wjkay9hegqfev4pj90qgexwskmcw:5473:node1;gonka1007n977a7uda3pd9m6hftw8xcql0tc20m96myu:5499:node1;gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:61039:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:15496:ml3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2675:node1,61039,8.9843,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
269,gonka1w29nvdy6caqtrw30whz9h6ghl0xszwh3egndah,735,679397,0,307666739443,307666739443,307.666739443,False,4165142,failed_confirmation_poc,INACTIVE,0.0000000000000000,0.0000,0.5,True,233,0,-233,5,4164861,0,0,0.0000,no_submission,0,0,0.0000,no_submission,gonka10079cnl3nuh2k82mhkm04dj0slhtw9kmjewwau:8322:node1;gonka1007dchuqgdnute4qam70kmn56j2vfw38mhyrqv:5699:node1;gonka1007g0ut3u4wjkay9hegqfev4pj90qgexwskmcw:5473:node1;gonka1007n977a7uda3pd9m6hftw8xcql0tc20m96myu:5499:node1;gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:61039:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:15496:ml3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2675:node1,61039,8.9843,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
269,gonka1007py6y2qfn2vaqrthqhtchkwx64hgzc6w544w,5324,679397,0,2228595538500,2228595538500,2228.595538500,False,4165142,failed_confirmation_poc,INACTIVE,0.4513926569961960,45.1393,0.5,True,7755,3182,-4573,5,4164861,0,0,0.0000,no_submission,2784,570600,83.9862,pass_weight,gonka10079cnl3nuh2k82mhkm04dj0slhtw9kmjewwau:8322:node1;gonka1007dchuqgdnute4qam70kmn56j2vfw38mhyrqv:5699:node1;gonka1007g0ut3u4wjkay9hegqfev4pj90qgexwskmcw:5473:node1;gonka1007n977a7uda3pd9m6hftw8xcql0tc20m96myu:5499:node1;gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:61039:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:15496:ml3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2675:node1,61039,8.9843,False,"zero_reward,ratio_below_alpha,kimi_submitted,kimi_preserved_power_present"
269,gonka1naxyjmun6kl23htjdujwd6c5z5avgwapsrmfk3,1280,679397,0,535800580255,535800580255,535.800580255,False,4153715,failed_confirmation_poc,INACTIVE,0.4589917046641561,45.8992,0.5,True,1347,562,-785,0,4153434,1728,594093,87.4442,pass_weight,0,0,0.0000,no_submission,gonka10079cnl3nuh2k82mhkm04dj0slhtw9kmjewwau:8322:node1;gonka1007dchuqgdnute4qam70kmn56j2vfw38mhyrqv:5699:node1;gonka1007g0ut3u4wjkay9hegqfev4pj90qgexwskmcw:5473:node1;gonka1007n977a7uda3pd9m6hftw8xcql0tc20m96myu:5499:node1;gonka10mmdjau4dnj8krs7sh7t7635ttnmq9u3vqgz09:61039:node3;gonka15munkmx6x7k6rqqeexjet4556p7at39ks9qgr5:15496:ml3;gonka15p7s7w2hx0y8095lddd4ummm2y0kwpwljk00aq:2675:node1,61039,8.9843,False,"zero_reward,ratio_below_alpha,kimi_below_2_3,kimi_preserved_power_present"
