episode_anchor_height,model_id,participant,node_ids,node_count
4122271,Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f,U2a;U2b,2
4122271,moonshotai/Kimi-K2.6,gonka17gpuntq09zsaqtmpe544gc32tk4424dwv5t34f,B9;U11,2
